query_id,iter,status,ours_count,rls_count,error
5,13,ok,0,0,
5,14,ok,0,0,
5,15,ok,0,0,
5,16,ok,0,0,
5,17,ok,0,0,
5,18,ok,0,0,
5,19,ok,0,0,
5,20,ok,0,0,
6,1,ok,1,1,
6,2,ok,1,1,
6,3,ok,1,1,
6,4,ok,1,1,
6,5,ok,1,1,
6,6,ok,1,1,
6,7,ok,1,1,
6,8,ok,1,1,
6,9,ok,1,1,
6,10,ok,1,1,
6,11,ok,1,1,
6,12,ok,1,1,
6,13,ok,1,1,
6,14,ok,1,1,
6,15,ok,1,1,
6,16,ok,1,1,
6,17,ok,1,1,
6,18,ok,1,1,
6,19,ok,1,1,
6,20,ok,1,1,
7,1,ok,0,0,
7,2,ok,0,0,
7,3,ok,0,0,
7,4,ok,0,0,
7,5,ok,0,0,
7,6,ok,0,0,
7,7,ok,0,0,
7,8,ok,0,0,
7,9,ok,0,0,
7,10,ok,0,0,
7,11,ok,0,0,
7,12,ok,0,0,
7,13,ok,0,0,
7,14,ok,0,0,
7,15,ok,0,0,
7,16,ok,0,0,
7,17,ok,0,0,
7,18,ok,0,0,
7,19,ok,0,0,
7,20,ok,0,0,
8,1,ok,0,0,
8,2,ok,0,0,
8,3,ok,0,0,
8,4,ok,0,0,
8,5,ok,0,0,
8,6,ok,0,0,
8,7,ok,0,0,
8,8,ok,0,0,
8,9,ok,0,0,
8,10,ok,0,0,
8,11,ok,0,0,
8,12,ok,0,0,
8,13,ok,0,0,
8,14,ok,0,0,
8,15,ok,0,0,
8,16,ok,0,0,
8,17,ok,0,0,
8,18,ok,0,0,
8,19,ok,0,0,
8,20,ok,0,0,
9,1,ok,0,0,
9,2,ok,0,0,
9,3,ok,0,0,
9,4,ok,0,0,
9,5,ok,0,0,
9,6,ok,0,0,
9,7,ok,0,0,
9,8,ok,0,0,
9,9,ok,0,0,
9,10,ok,0,0,
9,11,ok,0,0,
9,12,ok,0,0,
9,13,ok,0,0,
9,14,ok,0,0,
9,15,ok,0,0,
9,16,ok,0,0,
9,17,ok,0,0,
9,18,ok,0,0,
9,19,ok,0,0,
9,20,ok,0,0,
10,1,ok,0,0,
10,2,ok,0,0,
10,3,ok,0,0,
10,4,ok,0,0,
10,5,ok,0,0,
10,6,ok,0,0,
10,7,ok,0,0,
10,8,ok,0,0,
10,9,ok,0,0,
10,10,ok,0,0,
10,11,ok,0,0,
10,12,ok,0,0,
10,13,ok,0,0,
10,14,ok,0,0,
10,15,ok,0,0,
10,16,ok,0,0,
10,17,ok,0,0,
10,18,ok,0,0,
10,19,ok,0,0,
10,20,ok,0,0,
11,1,ok,0,0,
11,2,ok,0,0,
11,3,ok,0,0,
11,4,ok,0,0,
11,5,ok,0,0,
11,6,ok,0,0,
11,7,ok,0,0,
11,8,ok,0,0,
11,9,ok,0,0,
11,10,ok,0,0,
11,11,ok,0,0,
11,12,ok,0,0,
11,13,ok,0,0,
11,14,ok,0,0,
11,15,ok,0,0,
11,16,ok,0,0,
11,17,ok,0,0,
11,18,ok,0,0,
11,19,ok,0,0,
11,20,ok,0,0,
12,1,ok,0,0,
12,2,ok,0,0,
12,3,ok,0,0,
12,4,ok,0,0,
12,5,ok,0,0,
12,6,ok,0,0,
12,7,ok,0,0,
12,8,ok,0,0,
12,9,ok,0,0,
12,10,ok,0,0,
12,11,ok,0,0,
12,12,ok,0,0,
12,13,ok,0,0,
12,14,ok,0,0,
12,15,ok,0,0,
12,16,ok,0,0,
12,17,ok,0,0,
12,18,ok,0,0,
12,19,ok,0,0,
12,20,ok,0,0,
13,1,ok,0,0,
13,2,ok,0,0,
13,3,ok,0,0,
13,4,ok,0,0,
13,5,ok,0,0,
13,6,ok,0,0,
13,7,ok,0,0,
13,8,ok,0,0,
13,9,ok,0,0,
13,10,ok,0,0,
13,11,ok,0,0,
13,12,ok,0,0,
13,13,ok,0,0,
13,14,ok,0,0,
13,15,ok,0,0,
13,16,ok,0,0,
13,17,ok,0,0,
13,18,ok,0,0,
13,19,ok,0,0,
13,20,ok,0,0,
14,1,ok,1,1,
14,2,ok,1,1,
14,3,ok,1,1,
14,4,ok,1,1,
14,5,ok,1,1,
14,6,ok,1,1,
14,7,ok,1,1,
14,8,ok,1,1,
14,9,ok,1,1,
14,10,ok,1,1,
14,11,ok,1,1,
14,12,ok,1,1,
14,13,ok,1,1,
14,14,ok,1,1,
14,15,ok,1,1,
14,16,ok,1,1,
14,17,ok,1,1,
14,18,ok,1,1,
14,19,ok,1,1,
14,20,ok,1,1,
15,1,ok,0,0,
15,2,ok,0,0,
15,3,ok,0,0,
15,4,ok,0,0,
15,5,ok,0,0,
15,6,ok,0,0,
15,7,ok,0,0,
15,8,ok,0,0,
15,9,ok,0,0,
15,10,ok,0,0,
15,11,ok,0,0,
15,12,ok,0,0,
15,13,ok,0,0,
15,14,ok,0,0,
15,15,ok,0,0,
15,16,ok,0,0,
15,17,ok,0,0,
15,18,ok,0,0,
15,19,ok,0,0,
15,20,ok,0,0,
16,1,ok,55,55,
16,2,ok,55,55,
16,3,ok,55,55,
16,4,ok,55,55,
16,5,ok,55,55,
16,6,ok,55,55,
16,7,ok,55,55,
16,8,ok,55,55,
16,9,ok,55,55,
16,10,ok,55,55,
16,11,ok,55,55,
16,12,ok,55,55,
16,13,ok,55,55,
16,14,ok,55,55,
16,15,ok,55,55,
16,16,ok,55,55,
16,17,ok,55,55,
16,18,ok,55,55,
16,19,ok,55,55,
16,20,ok,55,55,
17,1,ok,1,1,
17,2,ok,1,1,
17,3,ok,1,1,
17,4,ok,1,1,
17,5,ok,1,1,
17,6,ok,1,1,
17,7,ok,1,1,
17,8,ok,1,1,
17,9,ok,1,1,
17,10,ok,1,1,
17,11,ok,1,1,
17,12,ok,1,1,
17,13,ok,1,1,
17,14,ok,1,1,
17,15,ok,1,1,
17,16,ok,1,1,
17,17,ok,1,1,
17,18,ok,1,1,
17,19,ok,1,1,
17,20,ok,1,1,
18,1,ok,0,0,
18,2,ok,0,0,
18,3,ok,0,0,
18,4,ok,0,0,
18,5,ok,0,0,
18,6,ok,0,0,
18,7,ok,0,0,
18,8,ok,0,0,
18,9,ok,0,0,
18,10,ok,0,0,
18,11,ok,0,0,
18,12,ok,0,0,
18,13,ok,0,0,
18,14,ok,0,0,
18,15,ok,0,0,
18,16,ok,0,0,
18,17,ok,0,0,
18,18,ok,0,0,
18,19,ok,0,0,
18,20,ok,0,0,
19,1,ok,1,1,
19,2,ok,1,1,
19,3,ok,1,1,
19,4,ok,1,1,
19,5,ok,1,1,
19,6,ok,1,1,
19,7,ok,1,1,
19,8,ok,1,1,
19,9,ok,1,1,
19,10,ok,1,1,
19,11,ok,1,1,
19,12,ok,1,1,
19,13,ok,1,1,
19,14,ok,1,1,
19,15,ok,1,1,
19,16,ok,1,1,
19,17,ok,1,1,
19,18,ok,1,1,
19,19,ok,1,1,
19,20,ok,1,1,
20,1,ok,0,0,
20,2,ok,0,0,
20,3,ok,0,0,
20,4,ok,0,0,
20,5,ok,0,0,
20,6,ok,0,0,
20,7,ok,0,0,
20,8,ok,0,0,
20,9,ok,0,0,
20,10,ok,0,0,
20,11,ok,0,0,
20,12,ok,0,0,
20,13,ok,0,0,
20,14,ok,0,0,
20,15,ok,0,0,
20,16,ok,0,0,
20,17,ok,0,0,
20,18,ok,0,0,
20,19,ok,0,0,
20,20,ok,0,0,
21,1,ok,0,0,
21,2,ok,0,0,
21,3,ok,0,0,
21,4,ok,0,0,
21,5,ok,0,0,
21,6,ok,0,0,
21,7,ok,0,0,
21,8,ok,0,0,
21,9,ok,0,0,
21,10,ok,0,0,
21,11,ok,0,0,
21,12,ok,0,0,
21,13,ok,0,0,
21,14,ok,0,0,
21,15,ok,0,0,
21,16,ok,0,0,
21,17,ok,0,0,
21,18,ok,0,0,
21,19,ok,0,0,
21,20,ok,0,0,
22,1,ok,0,0,
22,2,ok,0,0,
22,3,ok,0,0,
22,4,ok,0,0,
22,5,ok,0,0,
22,6,ok,0,0,
22,7,ok,0,0,
22,8,ok,0,0,
22,9,ok,0,0,
22,10,ok,0,0,
22,11,ok,0,0,
22,12,ok,0,0,
22,13,ok,0,0,
22,14,ok,0,0,
22,15,ok,0,0,
22,16,ok,0,0,
22,17,ok,0,0,
22,18,ok,0,0,
22,19,ok,0,0,
22,20,ok,0,0,
